DateTime,WSPD1/A001E,WSPD11/A001E,WSPD12/A001E,WDIR1/A001E,,,,,,
03/20/2016 1620,4.9,5.47,5.94,191,,,,,,
03/20/2016 1630,4.9,5.47,5.94,191,,,,,,
03/20/2016 1640,5.1,5.69,6.19,198,,,,,,
03/20/2016 1650,5.2,5.8,6.31,202,,,,,,
03/20/2016 1700,5.4,6.03,6.55,207,,,,,,
03/20/2016 1710,5.2,5.8,6.31,210,,,,,,
03/20/2016 1720,5.3,5.92,6.43,214,,,,,,
03/20/2016 1730,5.5,6.14,6.67,215,,,,,,
03/20/2016 1740,5.1,5.69,6.19,218,,,,,,
03/20/2016 1750,5.2,5.8,6.31,211,,,,,,
03/20/2016 1800,5.5,6.14,6.67,212,,,,,,
03/20/2016 1810,5.7,6.36,6.91,210,,,,,,
03/20/2016 1820,5.9,6.59,7.16,213,,,,,,
03/20/2016 1830,6.3,7.03,7.64,215,,,,,,
03/20/2016 1840,6.4,7.14,7.76,224,,,,,,
03/20/2016 1850,6.3,7.03,7.64,224,,,,,,
03/20/2016 1900,6.6,7.37,8.01,223,,,,,,
03/20/2016 1910,6.8,7.59,8.25,230,,,,,,
03/20/2016 1920,7.4,8.26,8.98,232,,,,,,
03/20/2016 1930,7.5,8.37,9.1,230,,,,,,
03/20/2016 1940,7,7.81,8.49,236,,,,,,
03/20/2016 1950,6.8,7.59,8.25,235,,,,,,
03/20/2016 2000,7.3,8.15,8.86,238,,,,,,
03/20/2016 2010,7.2,8.04,8.73,236,,,,,,
03/20/2016 2020,7.1,7.93,8.61,236,,,,,,
03/20/2016 2030,7.2,8.04,8.73,234,,,,,,
03/20/2016 2040,7,7.81,8.49,234,,,,,,
03/20/2016 2050,7.4,8.26,8.98,241,,,,,,
03/20/2016 2100,7.7,8.59,9.34,241,,,,,,
03/20/2016 2110,7.4,8.26,8.98,243,,,,,,
03/20/2016 2120,7.4,8.26,8.98,252,,,,,,
03/20/2016 2130,7.7,8.59,9.34,250,,,,,,
03/20/2016 2140,8.2,9.15,9.95,253,,,,,,
03/20/2016 2150,7.8,8.71,9.46,252,,,,,,
03/20/2016 2200,8.1,9.04,9.83,253,,,,,,
03/20/2016 2210,7.8,8.71,9.46,258,,,,,,
03/20/2016 2220,7.5,8.37,9.1,252,,,,,,
03/20/2016 2230,7.4,8.26,8.98,254,,,,,,
03/20/2016 2240,6.9,7.7,8.37,254,,,,,,
03/20/2016 2250,7.3,8.15,8.86,262,,,,,,
03/20/2016 2300,7.7,8.59,9.34,256,,,,,,
03/20/2016 2310,7.6,8.48,9.22,256,,,,,,
03/20/2016 2320,7.3,8.15,8.86,259,,,,,,
03/20/2016 2330,7.1,7.93,8.61,255,,,,,,
03/20/2016 2340,7.3,8.15,8.86,254,,,,,,
03/20/2016 2350,7.2,8.04,8.73,252,,,,,,
03/21/2016 0000,6.7,7.48,8.13,245,,,,,,
03/21/2016 0010,6.7,7.48,8.13,246,,,,,,
03/21/2016 0020,6.8,7.59,8.25,248,,,,,,
03/21/2016 0030,6.6,7.37,8.01,251,,,,,,
03/21/2016 0040,7,7.81,8.49,249,,,,,,
03/21/2016 0050,7.3,8.15,8.86,247,,,,,,
03/21/2016 0100,7.3,8.15,8.86,248,,,,,,
03/21/2016 0110,7.7,8.59,9.34,252,,,,,,
03/21/2016 0120,7.8,8.71,9.46,256,,,,,,
03/21/2016 0130,7.9,8.82,9.58,258,,,,,,
03/21/2016 0140,8.2,9.15,9.95,262,,,,,,
03/21/2016 0150,8.1,9.04,9.83,260,,,,,,
03/21/2016 0200,8.1,9.04,9.83,251,,,,,,
03/21/2016 0210,8.9,9.93,10.8,265,,,,,,
03/21/2016 0220,9.5,10.6,11.52,271,,,,,,
03/21/2016 0230,8.4,9.38,10.19,283,,,,,,
03/21/2016 0240,8.2,9.15,9.95,272,,,,,,
03/21/2016 0250,7.9,8.82,9.58,270,,,,,,
03/21/2016 0300,7.8,8.71,9.46,266,,,,,,
03/21/2016 0310,7.5,8.37,9.1,264,,,,,,
03/21/2016 0320,7.9,8.82,9.58,268,,,,,,
03/21/2016 0330,8.1,9.04,9.83,273,,,,,,
03/21/2016 0340,8.4,9.38,10.19,269,,,,,,
03/21/2016 0350,8.6,9.6,10.43,270,,,,,,
03/21/2016 0400,8.8,9.82,10.67,270,,,,,,
03/21/2016 0410,9,10.05,10.92,271,,,,,,
03/21/2016 0420,9.3,10.38,11.28,276,,,,,,
03/21/2016 0430,9.2,10.27,11.16,282,,,,,,
03/21/2016 0440,9.4,10.49,11.4,275,,,,,,
03/21/2016 0450,8.9,9.93,10.8,277,,,,,,
03/21/2016 0500,9.1,10.16,11.04,276,,,,,,
03/21/2016 0510,9.1,10.16,11.04,279,,,,,,
03/21/2016 0520,8.8,9.82,10.67,280,,,,,,
03/21/2016 0530,9.1,10.16,11.04,279,,,,,,
03/21/2016 0540,9.1,10.16,11.04,279,,,,,,
03/21/2016 0550,9.1,10.16,11.04,280,,,,,,
03/21/2016 0600,9.5,10.6,11.52,275,,,,,,
03/21/2016 0610,9.8,10.94,11.89,280,,,,,,
03/21/2016 0620,9.6,10.72,11.65,282,,,,,,
03/21/2016 0630,9.9,11.05,12.01,288,,,,,,
03/21/2016 0640,10.2,11.39,12.37,284,,,,,,
03/21/2016 0650,10.2,11.39,12.37,286,,,,,,
03/21/2016 0700,10.1,11.27,12.25,285,,,,,,
03/21/2016 0710,9.7,10.83,11.77,287,,,,,,
03/21/2016 0720,9.7,10.83,11.77,288,,,,,,
03/21/2016 0730,10.1,11.27,12.25,287,,,,,,
03/21/2016 0740,10,11.16,12.13,288,,,,,,
03/21/2016 0750,10,11.16,12.13,283,,,,,,
03/21/2016 0800,9.9,11.05,12.01,283,,,,,,
03/21/2016 0810,10.3,11.5,12.49,288,,,,,,
03/21/2016 0820,11.3,12.61,13.71,291,,,,,,
03/21/2016 0830,11.4,12.73,13.83,292,,,,,,
03/21/2016 0840,10.7,11.94,12.98,293,,,,,,
03/21/2016 0850,10.7,11.94,12.98,295,,,,,,
03/21/2016 0900,10.6,11.83,12.86,293,,,,,,
03/21/2016 0910,10.9,12.17,13.22,290,,,,,,
03/21/2016 0920,10.2,11.39,12.37,289,,,,,,
03/21/2016 0930,10.5,11.72,12.74,291,,,,,,
03/21/2016 0940,10.9,12.17,13.22,289,,,,,,
03/21/2016 0950,10.3,11.5,12.49,291,,,,,,
03/21/2016 1000,10,11.16,12.13,287,,,,,,
03/21/2016 1010,11.3,12.61,13.71,289,,,,,,
03/21/2016 1020,11.5,12.84,13.95,288,,,,,,
03/21/2016 1030,11.5,12.84,13.95,286,,,,,,
03/21/2016 1040,10.8,12.06,13.1,287,,,,,,
03/21/2016 1050,11.6,12.95,14.07,288,,,,,,
03/21/2016 1100,11.8,13.17,14.31,289,,,,,,
03/21/2016 1110,12.3,13.73,14.92,290,,,,,,
03/21/2016 1120,11.7,13.06,14.19,295,,,,,,
03/21/2016 1130,11.3,12.61,13.71,296,,,,,,
03/21/2016 1140,11.6,12.95,14.07,292,,,,,,
03/21/2016 1150,11.6,12.95,14.07,294,,,,,,
03/21/2016 1200,11,12.28,13.34,293,,,,,,
03/21/2016 1210,11.1,12.39,13.46,294,,,,,,
03/21/2016 1220,11,12.28,13.34,296,,,,,,
03/21/2016 1230,11.4,12.73,13.83,296,,,,,,
03/21/2016 1240,11.7,13.06,14.19,293,,,,,,
03/21/2016 1250,12,13.39,14.56,294,,,,,,
03/21/2016 1300,12,13.39,14.56,293,,,,,,
03/21/2016 1310,11.9,13.28,14.44,294,,,,,,
03/21/2016 1320,11.6,12.95,14.07,294,,,,,,
03/21/2016 1330,11.5,12.84,13.95,296,,,,,,
03/21/2016 1340,11.7,13.06,14.19,296,,,,,,
03/21/2016 1350,12.1,13.51,14.68,293,,,,,,
03/21/2016 1400,11.9,13.28,14.44,298,,,,,,
03/21/2016 1410,12.5,13.95,15.16,299,,,,,,
03/21/2016 1420,11.9,13.28,14.44,297,,,,,,
03/21/2016 1430,12.7,14.18,15.41,298,,,,,,
03/21/2016 1440,12.5,13.95,15.16,292,,,,,,
03/21/2016 1450,12.4,13.84,15.04,295,,,,,,
03/21/2016 1500,12.8,14.29,15.53,299,,,,,,
03/21/2016 1510,12.8,14.29,15.53,295,,,,,,
03/21/2016 1520,12.9,14.4,15.65,293,,,,,,
03/21/2016 1530,12.8,14.29,15.53,292,,,,,,
03/21/2016 1540,12.6,14.06,15.28,288,,,,,,
03/21/2016 1550,12.7,14.18,15.41,285,,,,,,
03/21/2016 1600,12.5,13.95,15.16,284,,,,,,
03/21/2016 1610,11.3,12.61,13.71,294,,,,,,
03/21/2016 1620,13.3,14.85,16.13,302,,,,,,
03/21/2016 1630,13.2,14.73,16.01,297,,,,,,
03/21/2016 1640,12.5,13.95,15.16,297,,,,,,
03/21/2016 1650,11.9,13.28,14.44,299,,,,,,
03/21/2016 1700,11.5,12.84,13.95,306,,,,,,
03/21/2016 1710,12.5,13.95,15.16,297,,,,,,
03/21/2016 1720,13.1,14.62,15.89,311,,,,,,
03/21/2016 1730,13,14.51,15.77,306,,,,,,
03/21/2016 1740,12.7,14.18,15.41,310,,,,,,
03/21/2016 1750,12.5,13.95,15.16,310,,,,,,
03/21/2016 1800,12.2,13.62,14.8,310,,,,,,
03/21/2016 1810,13.2,14.73,16.01,310,,,,,,
03/21/2016 1820,13.6,15.18,16.5,311,,,,,,
03/21/2016 1830,13.3,14.85,16.13,313,,,,,,
03/21/2016 1840,13.4,14.96,16.25,316,,,,,,
03/21/2016 1850,13.5,15.07,16.38,306,,,,,,
03/21/2016 1900,13.6,15.18,16.5,307,,,,,,
03/21/2016 1910,10.7,11.94,12.98,312,,,,,,
03/21/2016 1920,13.6,15.18,16.5,309,,,,,,
03/21/2016 1930,14.8,16.52,17.95,304,,,,,,
03/21/2016 1940,15,16.74,18.2,306,,,,,,
03/21/2016 1950,14.2,15.85,17.23,308,,,,,,
03/21/2016 2000,12,13.39,14.56,304,,,,,,
03/21/2016 2010,13.3,14.85,16.13,308,,,,,,
03/21/2016 2020,14.2,15.85,17.23,307,,,,,,
03/21/2016 2030,14.5,16.19,17.59,305,,,,,,
03/21/2016 2040,13.6,15.18,16.5,311,,,,,,
03/21/2016 2050,13.4,14.96,16.25,307,,,,,,
03/21/2016 2100,13.7,15.29,16.62,320,,,,,,
03/21/2016 2110,12.9,14.4,15.65,322,,,,,,
03/21/2016 2120,12.3,13.73,14.92,318,,,,,,
03/21/2016 2130,12.8,14.29,15.53,309,,,,,,
03/21/2016 2140,12.1,13.51,14.68,304,,,,,,
03/21/2016 2150,12.8,14.29,15.53,312,,,,,,
03/21/2016 2200,11.8,13.17,14.31,303,,,,,,
03/21/2016 2210,12.6,14.06,15.28,311,,,,,,
03/21/2016 2220,13,14.51,15.77,306,,,,,,
03/21/2016 2230,12.3,13.73,14.92,304,,,,,,
03/21/2016 2240,12.3,13.73,14.92,309,,,,,,
03/21/2016 2250,12.3,13.73,14.92,314,,,,,,
03/21/2016 2300,12.8,14.29,15.53,306,,,,,,
03/21/2016 2310,12.4,13.84,15.04,312,,,,,,
03/21/2016 2320,11.1,12.39,13.46,307,,,,,,
03/21/2016 2330,11.4,12.73,13.83,307,,,,,,
03/21/2016 2340,11,12.28,13.34,317,,,,,,
03/21/2016 2350,12.1,13.51,14.68,313,,,,,,
03/22/2016 0000,11.4,12.73,13.83,317,,,,,,
03/22/2016 0010,12.7,14.18,15.41,322,,,,,,
03/22/2016 0020,12.7,14.18,15.41,320,,,,,,
03/22/2016 0030,11.5,12.84,13.95,319,,,,,,
03/22/2016 0040,11.2,12.5,13.59,320,,,,,,
03/22/2016 0050,11.3,12.61,13.71,316,,,,,,
03/22/2016 0100,12.1,13.51,14.68,310,,,,,,
03/22/2016 0110,12,13.39,14.56,317,,,,,,
03/22/2016 0120,11.7,13.06,14.19,313,,,,,,
03/22/2016 0130,11.8,13.17,14.31,314,,,,,,
03/22/2016 0140,11.6,12.95,14.07,317,,,,,,
03/22/2016 0150,11.3,12.61,13.71,312,,,,,,
03/22/2016 0200,11.6,12.95,14.07,317,,,,,,
03/22/2016 0210,11.3,12.61,13.71,318,,,,,,
03/22/2016 0220,11.5,12.84,13.95,315,,,,,,
03/22/2016 0230,11.8,13.17,14.31,310,,,,,,
03/22/2016 0240,10.8,12.06,13.1,312,,,,,,
03/22/2016 0250,10.7,11.94,12.98,313,,,,,,
03/22/2016 0300,10.8,12.06,13.1,317,,,,,,
03/22/2016 0310,10.5,11.72,12.74,316,,,,,,
03/22/2016 0320,10.6,11.83,12.86,319,,,,,,
03/22/2016 0330,11,12.28,13.34,312,,,,,,
03/22/2016 0340,10.7,11.94,12.98,306,,,,,,
03/22/2016 0350,10.6,11.83,12.86,310,,,,,,
03/22/2016 0400,10.1,11.27,12.25,314,,,,,,
03/22/2016 0410,11.1,12.39,13.46,314,,,,,,
03/22/2016 0420,10.2,11.39,12.37,310,,,,,,
03/22/2016 0430,11,12.28,13.34,314,,,,,,
03/22/2016 0440,9.8,10.94,11.89,313,,,,,,
03/22/2016 0450,10.2,11.39,12.37,306,,,,,,
03/22/2016 0500,10,11.16,12.13,310,,,,,,
03/22/2016 0510,10,11.16,12.13,311,,,,,,
03/22/2016 0520,10.3,11.5,12.49,308,,,,,,
03/22/2016 0530,9.8,10.94,11.89,303,,,,,,
03/22/2016 0540,9.3,10.38,11.28,306,,,,,,
03/22/2016 0550,9.8,10.94,11.89,302,,,,,,
03/22/2016 0600,8.8,9.82,10.67,302,,,,,,
03/22/2016 0610,9.2,10.27,11.16,302,,,,,,
03/22/2016 0620,9.4,10.49,11.4,310,,,,,,
03/22/2016 0630,9,10.05,10.92,306,,,,,,
03/22/2016 0640,8.8,9.82,10.67,305,,,,,,
03/22/2016 0650,8.5,9.49,10.31,295,,,,,,
03/22/2016 0700,8.2,9.15,9.95,305,,,,,,
03/22/2016 0710,8,8.93,9.7,304,,,,,,
03/22/2016 0720,7.2,8.04,8.73,311,,,,,,
03/22/2016 0730,7.4,8.26,8.98,309,,,,,,
03/22/2016 0740,7.2,8.04,8.73,305,,,,,,
03/22/2016 0750,8,8.93,9.7,307,,,,,,
03/22/2016 0800,7.1,7.93,8.61,307,,,,,,
03/22/2016 0810,7.8,8.71,9.46,310,,,,,,
03/22/2016 0820,7.3,8.15,8.86,311,,,,,,
03/22/2016 0830,7.1,7.93,8.61,314,,,,,,
03/22/2016 0840,6.9,7.7,8.37,312,,,,,,
03/22/2016 0850,7.4,8.26,8.98,311,,,,,,
03/22/2016 0900,7.4,8.26,8.98,303,,,,,,
03/22/2016 0910,8,8.93,9.7,309,,,,,,
03/22/2016 0920,7.1,7.93,8.61,311,,,,,,
03/22/2016 0930,7.6,8.48,9.22,319,,,,,,
03/22/2016 0940,7.7,8.59,9.34,319,,,,,,
03/22/2016 0950,7.7,8.59,9.34,317,,,,,,
03/22/2016 1000,7.6,8.48,9.22,315,,,,,,
03/22/2016 1010,7.2,8.04,8.73,313,,,,,,
03/22/2016 1020,7,7.81,8.49,317,,,,,,
03/22/2016 1030,7,7.81,8.49,319,,,,,,
03/22/2016 1040,7.6,8.48,9.22,316,,,,,,
03/22/2016 1050,7,7.81,8.49,325,,,,,,
03/22/2016 1100,7.2,8.04,8.73,322,,,,,,
03/22/2016 1110,7.5,8.37,9.1,319,,,,,,
03/22/2016 1120,7.4,8.26,8.98,331,,,,,,
03/22/2016 1130,8.1,9.04,9.83,347,,,,,,
03/22/2016 1140,7.5,8.37,9.1,339,,,,,,
03/22/2016 1150,7,7.81,8.49,333,,,,,,
03/22/2016 1200,8,8.93,9.7,337,,,,,,
03/22/2016 1210,6.4,7.14,7.76,331,,,,,,
03/22/2016 1220,7.4,8.26,8.98,346,,,,,,
03/22/2016 1230,7.3,8.15,8.86,348,,,,,,
03/22/2016 1240,6.6,7.37,8.01,348,,,,,,
03/22/2016 1250,6.4,7.14,7.76,326,,,,,,
03/22/2016 1300,5.7,6.36,6.91,337,,,,,,
03/22/2016 1310,5.6,6.25,6.79,334,,,,,,
03/22/2016 1320,6.7,7.48,8.13,344,,,,,,
03/22/2016 1330,5.6,6.25,6.79,336,,,,,,
03/22/2016 1340,5.5,6.14,6.67,330,,,,,,
03/22/2016 1350,5.7,6.36,6.91,339,,,,,,
03/22/2016 1400,5.8,6.47,7.04,334,,,,,,
03/22/2016 1410,5.5,6.14,6.67,327,,,,,,
03/22/2016 1420,5.2,5.8,6.31,339,,,,,,
03/22/2016 1430,5.6,6.25,6.79,346,,,,,,
03/22/2016 1440,5.7,6.36,6.91,336,,,,,,
03/22/2016 1450,5.2,5.8,6.31,320,,,,,,
03/22/2016 1500,5.3,5.92,6.43,324,,,,,,
03/22/2016 1510,5.1,5.69,6.19,333,,,,,,
03/22/2016 1520,6,6.7,7.28,338,,,,,,
03/22/2016 1530,5.7,6.36,6.91,335,,,,,,
03/22/2016 1540,5.8,6.47,7.04,338,,,,,,
03/22/2016 1550,5,5.58,6.07,331,,,,,,
03/22/2016 1600,4.7,5.25,5.7,328,,,,,,
03/22/2016 1610,4.5,5.02,5.46,328,,,,,,
03/22/2016 1620,4.6,5.13,5.58,344,,,,,,
03/22/2016 1630,4.5,5.02,5.46,349,,,,,,
03/22/2016 1640,4.6,5.13,5.58,325,,,,,,
03/22/2016 1650,4.7,5.25,5.7,345,,,,,,
03/22/2016 1700,3.8,4.24,4.61,339,,,,,,
03/22/2016 1710,3.6,4.02,4.37,324,,,,,,
03/22/2016 1720,3.4,3.8,4.12,309,,,,,,
03/22/2016 1730,3.9,4.35,4.73,321,,,,,,
03/22/2016 1740,3.7,4.13,4.49,319,,,,,,
03/22/2016 1750,3.3,3.68,4,326,,,,,,
03/22/2016 1800,2.6,2.9,3.15,331,,,,,,
03/22/2016 1810,2.6,2.9,3.15,341,,,,,,
03/22/2016 1820,2.1,2.34,2.55,315,,,,,,
03/22/2016 1830,2.2,2.46,2.67,360,,,,,,
03/22/2016 1840,1.9,2.12,2.3,321,,,,,,
03/22/2016 1850,2.7,3.01,3.28,325,,,,,,
03/22/2016 1900,1.8,2.01,2.18,351,,,,,,
03/22/2016 1910,2,2.23,2.43,304,,,,,,
03/22/2016 1920,2.4,2.68,2.91,315,,,,,,
03/22/2016 1930,0.7,0.78,0.85,284,,,,,,
03/22/2016 1940,1.2,1.34,1.46,328,,,,,,
03/22/2016 1950,1,1.12,1.21,313,,,,,,
03/22/2016 2000,0.9,1,1.09,326,,,,,,
03/22/2016 2010,1,1.12,1.21,360,,,,,,
03/22/2016 2020,0.6,0.67,0.73,331,,,,,,
03/22/2016 2030,0.7,0.78,0.85,275,,,,,,
03/22/2016 2040,0.7,0.78,0.85,271,,,,,,
03/22/2016 2050,0.8,0.89,0.97,255,,,,,,
03/22/2016 2100,0.3,0.33,0.36,216,,,,,,
03/22/2016 2110,0.7,0.78,0.85,128,,,,,,
03/22/2016 2120,1.4,1.56,1.7,162,,,,,,
03/22/2016 2130,0.8,0.89,0.97,128,,,,,,
03/22/2016 2140,1.2,1.34,1.46,160,,,,,,
03/22/2016 2150,1.6,1.79,1.94,135,,,,,,
03/22/2016 2200,1.4,1.56,1.7,152,,,,,,
03/22/2016 2210,1.3,1.45,1.58,134,,,,,,
03/22/2016 2220,1.6,1.79,1.94,94,,,,,,
03/22/2016 2230,1.8,2.01,2.18,107,,,,,,
03/22/2016 2240,2,2.23,2.43,113,,,,,,
03/22/2016 2250,2.1,2.34,2.55,128,,,,,,
03/22/2016 2300,2.1,2.34,2.55,179,,,,,,
03/22/2016 2310,5.3,5.92,6.43,215,,,,,,
03/22/2016 2320,5.4,6.03,6.55,232,,,,,,
03/22/2016 2330,5.5,6.14,6.67,227,,,,,,
03/22/2016 2340,5.7,6.36,6.91,228,,,,,,
03/22/2016 2350,5.4,6.03,6.55,220,,,,,,
03/23/2016 0000,5.7,6.36,6.91,230,,,,,,
03/23/2016 0010,6.3,7.03,7.64,225,,,,,,
03/23/2016 0020,6.2,6.92,7.52,216,,,,,,
03/23/2016 0030,5.8,6.47,7.04,216,,,,,,
03/23/2016 0040,6.6,7.37,8.01,215,,,,,,
03/23/2016 0050,6.2,6.92,7.52,216,,,,,,
03/23/2016 0100,6.5,7.26,7.88,214,,,,,,
03/23/2016 0110,7,7.81,8.49,210,,,,,,
03/23/2016 0120,7.2,8.04,8.73,218,,,,,,
03/23/2016 0130,7.3,8.15,8.86,223,,,,,,
03/23/2016 0140,7.5,8.37,9.1,222,,,,,,
03/23/2016 0150,7.6,8.48,9.22,222,,,,,,
03/23/2016 0200,7.3,8.15,8.86,218,,,,,,
03/23/2016 0210,7.8,8.71,9.46,224,,,,,,
03/23/2016 0220,7.6,8.48,9.22,221,,,,,,
03/23/2016 0230,7.9,8.82,9.58,216,,,,,,
03/23/2016 0240,7.8,8.71,9.46,228,,,,,,
03/23/2016 0250,8.1,9.04,9.83,221,,,,,,
03/23/2016 0300,8,8.93,9.7,221,,,,,,
03/23/2016 0310,7.6,8.48,9.22,217,,,,,,
03/23/2016 0320,8.4,9.38,10.19,218,,,,,,
03/23/2016 0330,8.3,9.26,10.07,209,,,,,,
03/23/2016 0340,8.4,9.38,10.19,217,,,,,,
03/23/2016 0350,9,10.05,10.92,216,,,,,,
03/23/2016 0400,9,10.05,10.92,218,,,,,,
03/23/2016 0410,8.6,9.6,10.43,220,,,,,,
03/23/2016 0420,8.9,9.93,10.8,213,,,,,,
03/23/2016 0430,9.2,10.27,11.16,216,,,,,,
03/23/2016 0440,9.2,10.27,11.16,219,,,,,,
03/23/2016 0450,9.2,10.27,11.16,219,,,,,,
03/23/2016 0500,9.6,10.72,11.65,217,,,,,,
03/23/2016 0510,9.7,10.83,11.77,218,,,,,,
03/23/2016 0520,9.8,10.94,11.89,218,,,,,,
03/23/2016 0530,10,11.16,12.13,221,,,,,,
03/23/2016 0540,9.7,10.83,11.77,217,,,,,,
03/23/2016 0550,10,11.16,12.13,216,,,,,,
03/23/2016 0600,9.6,10.72,11.65,219,,,,,,
03/23/2016 0610,9.9,11.05,12.01,212,,,,,,
03/23/2016 0620,9.9,11.05,12.01,219,,,,,,
03/23/2016 0630,9.8,10.94,11.89,221,,,,,,
03/23/2016 0640,10.1,11.27,12.25,216,,,,,,
03/23/2016 0650,10.2,11.39,12.37,216,,,,,,
03/23/2016 0700,10.1,11.27,12.25,217,,,,,,
03/23/2016 0710,9.7,10.83,11.77,211,,,,,,
03/23/2016 0720,9.8,10.94,11.89,215,,,,,,
03/23/2016 0730,9.4,10.49,11.4,214,,,,,,
03/23/2016 0740,9.8,10.94,11.89,214,,,,,,
03/23/2016 0750,9.7,10.83,11.77,215,,,,,,
03/23/2016 0800,9.6,10.72,11.65,214,,,,,,
03/23/2016 0810,9.6,10.72,11.65,212,,,,,,
03/23/2016 0820,9.7,10.83,11.77,212,,,,,,
03/23/2016 0830,9.8,10.94,11.89,213,,,,,,
03/23/2016 0840,10,11.16,12.13,215,,,,,,
03/23/2016 0850,9.8,10.94,11.89,215,,,,,,
03/23/2016 0900,9.7,10.83,11.77,214,,,,,,
03/23/2016 0910,10,11.16,12.13,211,,,,,,
03/23/2016 0920,9.8,10.94,11.89,212,,,,,,
03/23/2016 0930,9.6,10.72,11.65,212,,,,,,
03/23/2016 0940,10,11.16,12.13,212,,,,,,
03/23/2016 0950,10.3,11.5,12.49,216,,,,,,
03/23/2016 1000,10,11.16,12.13,212,,,,,,
03/23/2016 1010,9.9,11.05,12.01,214,,,,,,
03/23/2016 1020,10.1,11.27,12.25,220,,,,,,
03/23/2016 1030,10.3,11.5,12.49,215,,,,,,
03/23/2016 1040,10,11.16,12.13,217,,,,,,
03/23/2016 1050,10,11.16,12.13,237,,,,,,
03/23/2016 1100,10,11.16,12.13,243,,,,,,
03/23/2016 1110,10.3,11.5,12.49,240,,,,,,
03/23/2016 1120,9.6,10.72,11.65,241,,,,,,
03/23/2016 1130,10.2,11.39,12.37,236,,,,,,
03/23/2016 1140,10.1,11.27,12.25,234,,,,,,
03/23/2016 1150,9.5,10.6,11.52,232,,,,,,
03/23/2016 1200,9.5,10.6,11.52,231,,,,,,
03/23/2016 1210,9.5,10.6,11.52,226,,,,,,
03/23/2016 1220,9.2,10.27,11.16,224,,,,,,
03/23/2016 1230,9.2,10.27,11.16,221,,,,,,
03/23/2016 1240,9.4,10.49,11.4,221,,,,,,
03/23/2016 1250,9.3,10.38,11.28,219,,,,,,
03/23/2016 1300,9.5,10.6,11.52,218,,,,,,
03/23/2016 1310,10.2,11.39,12.37,213,,,,,,
03/23/2016 1320,10,11.16,12.13,217,,,,,,
03/23/2016 1330,9.4,10.49,11.4,217,,,,,,
03/23/2016 1340,9.8,10.94,11.89,214,,,,,,
03/23/2016 1350,9.9,11.05,12.01,218,,,,,,
03/23/2016 1400,10.1,11.27,12.25,217,,,,,,
03/23/2016 1410,9.6,10.72,11.65,215,,,,,,
03/23/2016 1420,9.3,10.38,11.28,214,,,,,,
03/23/2016 1430,9.4,10.49,11.4,216,,,,,,
03/23/2016 1440,9.8,10.94,11.89,214,,,,,,
03/23/2016 1450,9.4,10.49,11.4,220,,,,,,
03/23/2016 1500,9.6,10.72,11.65,215,,,,,,
03/23/2016 1510,9.6,10.72,11.65,217,,,,,,
03/23/2016 1520,9.6,10.72,11.65,218,,,,,,
03/23/2016 1530,9.6,10.72,11.65,216,,,,,,
03/23/2016 1540,9.8,10.94,11.89,215,,,,,,
03/23/2016 1550,10,11.16,12.13,217,,,,,,
03/23/2016 1600,9.7,10.83,11.77,217,,,,,,
03/23/2016 1610,9.8,10.94,11.89,215,,,,,,
03/23/2016 1620,9.8,10.94,11.89,217,,,,,,
03/23/2016 1630,10.2,11.39,12.37,216,,,,,,
03/23/2016 1640,10,11.16,12.13,215,,,,,,
03/23/2016 1650,10,11.16,12.13,215,,,,,,
03/23/2016 1700,9.6,10.72,11.65,216,,,,,,
03/23/2016 1710,10.1,11.27,12.25,212,,,,,,
03/23/2016 1720,10,11.16,12.13,215,,,,,,
03/23/2016 1730,10.4,11.61,12.62,214,,,,,,
03/23/2016 1740,10.8,12.06,13.1,212,,,,,,
03/23/2016 1750,10.3,11.5,12.49,210,,,,,,
03/23/2016 1800,10.4,11.61,12.62,211,,,,,,
03/23/2016 1810,10.5,11.72,12.74,209,,,,,,
03/23/2016 1820,10.6,11.83,12.86,210,,,,,,
03/23/2016 1830,11.2,12.5,13.59,211,,,,,,
03/23/2016 1840,10.6,11.83,12.86,211,,,,,,
03/23/2016 1850,10.2,11.39,12.37,214,,,,,,
03/23/2016 1900,10.7,11.94,12.98,212,,,,,,
03/23/2016 1910,10.1,11.27,12.25,212,,,,,,
03/23/2016 1920,10.8,12.06,13.1,212,,,,,,
03/23/2016 1930,10.5,11.72,12.74,212,,,,,,
03/23/2016 1940,10,11.16,12.13,218,,,,,,
03/23/2016 1950,10.2,11.39,12.37,217,,,,,,
03/23/2016 2000,10.6,11.83,12.86,215,,,,,,
03/23/2016 2010,10.4,11.61,12.62,214,,,,,,
03/23/2016 2020,10.4,11.61,12.62,213,,,,,,
03/23/2016 2030,10.3,11.5,12.49,217,,,,,,
03/23/2016 2040,10,11.16,12.13,214,,,,,,
03/23/2016 2050,10.7,11.94,12.98,213,,,,,,
03/23/2016 2100,10.7,11.94,12.98,214,,,,,,
03/23/2016 2110,10.8,12.06,13.1,215,,,,,,
03/23/2016 2120,11.1,12.39,13.46,214,,,,,,
03/23/2016 2130,11,12.28,13.34,211,,,,,,
03/23/2016 2140,10.4,11.61,12.62,214,,,,,,
03/23/2016 2150,10.6,11.83,12.86,212,,,,,,
03/23/2016 2200,10.6,11.83,12.86,211,,,,,,
03/23/2016 2210,10.9,12.17,13.22,209,,,,,,
