DateTime,WSPD1/A048E,WSPD11/A048E,WSPD12/A048E,WDIR1/A048E,,,,,,,,
11/04/2018 0030,5.6,6.1,6.48,356,,,,,,,,
11/04/2018 0040,6,6.54,6.95,346,,,,,,,,
11/04/2018 0050,6.2,6.76,7.19,340,,,,,,,,
11/04/2018 0100,6,6.54,6.95,347,,,,,,,,
11/04/2018 0110,6.6,7.21,7.66,347,,,,,,,,
11/04/2018 0120,6.3,6.87,7.31,356,,,,,,,,
11/04/2018 0130,5.7,6.21,6.6,7,,,,,,,,
11/04/2018 0140,5.9,6.43,6.83,8,,,,,,,,
11/04/2018 0150,6,6.54,6.95,8,,,,,,,,
11/04/2018 0200,5.4,5.88,6.24,10,,,,,,,,
11/04/2018 0210,5.6,6.1,6.48,358,,,,,,,,
11/04/2018 0220,5.7,6.21,6.6,353,,,,,,,,
11/04/2018 0230,4.6,5,5.3,22,,,,,,,,
11/04/2018 0240,4.5,4.89,5.18,39,,,,,,,,
11/04/2018 0250,4.5,4.89,5.18,22,,,,,,,,
11/04/2018 0300,4.2,4.56,4.83,30,,,,,,,,
11/04/2018 0310,3.8,4.12,4.36,32,,,,,,,,
11/04/2018 0320,3.4,3.68,3.9,40,,,,,,,,
11/04/2018 0330,3.6,3.9,4.13,51,,,,,,,,
11/04/2018 0340,4,4.34,4.6,46,,,,,,,,
11/04/2018 0350,4.2,4.56,4.83,41,,,,,,,,
11/04/2018 0400,4.2,4.56,4.83,38,,,,,,,,
11/04/2018 0410,4.2,4.56,4.83,38,,,,,,,,
11/04/2018 0420,4.2,4.56,4.83,31,,,,,,,,
11/04/2018 0430,3.9,4.23,4.48,37,,,,,,,,
11/04/2018 0440,3.9,4.23,4.48,34,,,,,,,,
11/04/2018 0450,3.4,3.68,3.9,49,,,,,,,,
11/04/2018 0500,3.2,3.46,3.66,45,,,,,,,,
11/04/2018 0510,3.6,3.9,4.13,35,,,,,,,,
11/04/2018 0520,4,4.34,4.6,44,,,,,,,,
11/04/2018 0530,3.8,4.12,4.36,44,,,,,,,,
11/04/2018 0540,3.7,4.01,4.25,35,,,,,,,,
11/04/2018 0550,4,4.34,4.6,28,,,,,,,,
11/04/2018 0600,4.3,4.67,4.95,36,,,,,,,,
11/04/2018 0610,4.3,4.67,4.95,44,,,,,,,,
11/04/2018 0620,4.6,5,5.3,45,,,,,,,,
11/04/2018 0630,4.6,5,5.3,31,,,,,,,,
11/04/2018 0640,4.6,5,5.3,44,,,,,,,,
11/04/2018 0650,4.4,4.78,5.07,43,,,,,,,,
11/04/2018 0700,4.8,5.22,5.54,47,,,,,,,,
11/04/2018 0710,4.5,4.89,5.18,42,,,,,,,,
11/04/2018 0720,4.2,4.56,4.83,45,,,,,,,,
11/04/2018 0730,4.4,4.78,5.07,50,,,,,,,,
11/04/2018 0740,4.4,4.78,5.07,53,,,,,,,,
11/04/2018 0750,5.1,5.55,5.89,55,,,,,,,,
11/04/2018 0800,5.3,5.77,6.13,56,,,,,,,,
11/04/2018 0810,5.5,5.99,6.36,58,,,,,,,,
11/04/2018 0820,5.6,6.1,6.48,58,,,,,,,,
11/04/2018 0830,6.4,6.98,7.43,57,,,,,,,,
11/04/2018 0840,6.5,7.09,7.54,49,,,,,,,,
11/04/2018 0850,6.3,6.87,7.31,48,,,,,,,,
11/04/2018 0900,7.2,7.87,8.38,49,,,,,,,,
11/04/2018 0910,6.8,7.43,7.9,46,,,,,,,,
11/04/2018 0920,7.2,7.87,8.38,49,,,,,,,,
11/04/2018 0930,7.5,8.2,8.74,50,,,,,,,,
11/04/2018 0940,7.6,8.31,8.85,47,,,,,,,,
11/04/2018 0950,7.2,7.87,8.38,45,,,,,,,,
11/04/2018 1000,7.4,8.09,8.62,49,,,,,,,,
11/04/2018 1010,7.9,8.64,9.21,44,,,,,,,,
11/04/2018 1020,7.6,8.31,8.85,46,,,,,,,,
11/04/2018 1030,7.2,7.87,8.38,46,,,,,,,,
11/04/2018 1040,7.5,8.2,8.74,46,,,,,,,,
11/04/2018 1050,7.6,8.31,8.85,54,,,,,,,,
11/04/2018 1100,7.5,8.2,8.74,52,,,,,,,,
11/04/2018 1110,7.4,8.09,8.62,54,,,,,,,,
11/04/2018 1120,7.2,7.87,8.38,47,,,,,,,,
11/04/2018 1130,7.9,8.64,9.21,37,,,,,,,,
11/04/2018 1140,8.3,9.08,9.68,41,,,,,,,,
11/04/2018 1150,8.4,9.19,9.8,41,,,,,,,,
11/04/2018 1200,8.5,9.31,9.91,46,,,,,,,,
11/04/2018 1210,8.6,9.42,10.03,45,,,,,,,,
11/04/2018 1220,8.4,9.19,9.8,45,,,,,,,,
11/04/2018 1230,7.9,8.64,9.21,46,,,,,,,,
11/04/2018 1240,7.8,8.53,9.09,49,,,,,,,,
11/04/2018 1250,8.3,9.08,9.68,49,,,,,,,,
11/04/2018 1300,8.4,9.19,9.8,48,,,,,,,,
11/04/2018 1310,8.1,8.86,9.44,50,,,,,,,,
11/04/2018 1320,8.4,9.19,9.8,55,,,,,,,,
11/04/2018 1330,8.2,8.97,9.56,48,,,,,,,,
11/04/2018 1340,7.9,8.64,9.21,57,,,,,,,,
11/04/2018 1350,8,8.75,9.32,60,,,,,,,,
11/04/2018 1400,8.2,8.97,9.56,58,,,,,,,,
11/04/2018 1410,8.1,8.86,9.44,56,,,,,,,,
11/04/2018 1420,8.5,9.31,9.91,69,,,,,,,,
11/04/2018 1430,8.6,9.42,10.03,71,,,,,,,,
11/04/2018 1440,8.4,9.19,9.8,74,,,,,,,,
11/04/2018 1450,8.7,9.53,10.15,75,,,,,,,,
11/04/2018 1500,8.5,9.31,9.91,72,,,,,,,,
11/04/2018 1510,8.6,9.42,10.03,76,,,,,,,,
11/04/2018 1520,8.9,9.75,10.39,79,,,,,,,,
11/04/2018 1530,8.7,9.53,10.15,73,,,,,,,,
11/04/2018 1540,8.4,9.19,9.8,70,,,,,,,,
11/04/2018 1550,9.1,9.97,10.62,68,,,,,,,,
11/04/2018 1600,8.8,9.64,10.27,65,,,,,,,,
11/04/2018 1610,8.8,9.64,10.27,63,,,,,,,,
11/04/2018 1620,9.2,10.08,10.74,61,,,,,,,,
11/04/2018 1630,9,9.86,10.5,63,,,,,,,,
11/04/2018 1640,9.2,10.08,10.74,63,,,,,,,,
11/04/2018 1650,9,9.86,10.5,63,,,,,,,,
11/04/2018 1700,8.5,9.31,9.91,56,,,,,,,,
11/04/2018 1710,8.1,8.86,9.44,49,,,,,,,,
11/04/2018 1720,8.4,9.19,9.8,51,,,,,,,,
11/04/2018 1730,8.9,9.75,10.39,49,,,,,,,,
11/04/2018 1740,8.8,9.64,10.27,49,,,,,,,,
11/04/2018 1750,8.7,9.53,10.15,48,,,,,,,,
11/04/2018 1800,8.9,9.75,10.39,50,,,,,,,,
11/04/2018 1810,8.9,9.75,10.39,48,,,,,,,,
11/04/2018 1820,8.9,9.75,10.39,45,,,,,,,,
11/04/2018 1830,8.6,9.42,10.03,49,,,,,,,,
11/04/2018 1840,8.9,9.75,10.39,53,,,,,,,,
11/04/2018 1850,8.8,9.64,10.27,51,,,,,,,,
11/04/2018 1900,8.9,9.75,10.39,46,,,,,,,,
11/04/2018 1910,9.3,10.19,10.86,46,,,,,,,,
11/04/2018 1920,9.4,10.3,10.98,48,,,,,,,,
11/04/2018 1930,9.1,9.97,10.62,47,,,,,,,,
11/04/2018 1940,9.4,10.3,10.98,49,,,,,,,,
11/04/2018 1950,9.4,10.3,10.98,50,,,,,,,,
11/04/2018 2000,9.7,10.63,11.33,49,,,,,,,,
11/04/2018 2010,9.5,10.41,11.1,50,,,,,,,,
11/04/2018 2020,9.8,10.74,11.45,50,,,,,,,,
11/04/2018 2030,9.7,10.63,11.33,46,,,,,,,,
11/04/2018 2040,9.6,10.52,11.21,49,,,,,,,,
11/04/2018 2050,9.9,10.85,11.57,50,,,,,,,,
11/04/2018 2100,10.4,11.4,12.16,50,,,,,,,,
11/04/2018 2110,10.6,11.62,12.4,48,,,,,,,,
11/04/2018 2120,10.5,11.51,12.28,49,,,,,,,,
11/04/2018 2130,10.4,11.4,12.16,49,,,,,,,,
11/04/2018 2140,10.6,11.62,12.4,51,,,,,,,,
11/04/2018 2150,10.4,11.4,12.16,53,,,,,,,,
11/04/2018 2200,10.7,11.73,12.52,56,,,,,,,,
11/04/2018 2210,10.7,11.73,12.52,54,,,,,,,,
11/04/2018 2220,10.9,11.96,12.75,56,,,,,,,,
11/04/2018 2230,10.8,11.84,12.63,58,,,,,,,,
11/04/2018 2240,10.9,11.96,12.75,60,,,,,,,,
11/04/2018 2250,10.7,11.73,12.52,61,,,,,,,,
11/04/2018 2300,10.7,11.73,12.52,64,,,,,,,,
11/04/2018 2310,10.4,11.4,12.16,59,,,,,,,,
11/04/2018 2320,10.6,11.62,12.4,65,,,,,,,,
11/04/2018 2330,10.7,11.73,12.52,66,,,,,,,,
11/04/2018 2340,10,10.96,11.69,65,,,,,,,,
11/04/2018 2350,10.2,11.18,11.92,65,,,,,,,,
11/05/2018 0000,10.6,11.62,12.4,69,,,,,,,,
11/05/2018 0010,9.9,10.85,11.57,70,,,,,,,,
11/05/2018 0020,9.7,10.63,11.33,71,,,,,,,,
11/05/2018 0030,9.3,10.19,10.86,71,,,,,,,,
11/05/2018 0040,9.6,10.52,11.21,70,,,,,,,,
11/05/2018 0050,9.2,10.08,10.74,71,,,,,,,,
11/05/2018 0100,9.4,10.3,10.98,73,,,,,,,,
11/05/2018 0110,9.5,10.41,11.1,77,,,,,,,,
11/05/2018 0120,8.8,9.64,10.27,79,,,,,,,,
11/05/2018 0130,8,8.75,9.32,73,,,,,,,,
11/05/2018 0140,8.2,8.97,9.56,69,,,,,,,,
11/05/2018 0150,8.8,9.64,10.27,67,,,,,,,,
11/05/2018 0200,9.3,10.19,10.86,71,,,,,,,,
11/05/2018 0210,9.6,10.52,11.21,69,,,,,,,,
11/05/2018 0220,9,9.86,10.5,69,,,,,,,,
11/05/2018 0230,8.1,8.86,9.44,81,,,,,,,,
11/05/2018 0240,8.6,9.42,10.03,76,,,,,,,,
11/05/2018 0250,7.5,8.2,8.74,73,,,,,,,,
11/05/2018 0300,6.7,7.32,7.78,65,,,,,,,,
11/05/2018 0310,4.1,4.45,4.72,85,,,,,,,,
11/05/2018 0320,4,4.34,4.6,96,,,,,,,,
11/05/2018 0330,3.7,4.01,4.25,119,,,,,,,,
11/05/2018 0340,3.8,4.12,4.36,130,,,,,,,,
11/05/2018 0350,4.5,4.89,5.18,116,,,,,,,,
11/05/2018 0400,4.9,5.33,5.65,109,,,,,,,,
11/05/2018 0410,5.5,5.99,6.36,106,,,,,,,,
11/05/2018 0420,5.6,6.1,6.48,106,,,,,,,,
11/05/2018 0430,5.6,6.1,6.48,107,,,,,,,,
11/05/2018 0440,5.5,5.99,6.36,108,,,,,,,,
11/05/2018 0450,5.5,5.99,6.36,107,,,,,,,,
11/05/2018 0500,5.7,6.21,6.6,102,,,,,,,,
11/05/2018 0510,5.1,5.55,5.89,106,,,,,,,,
11/05/2018 0520,4.8,5.22,5.54,108,,,,,,,,
11/05/2018 0530,4.6,5,5.3,106,,,,,,,,
11/05/2018 0540,4.1,4.45,4.72,113,,,,,,,,
11/05/2018 0550,4.4,4.78,5.07,124,,,,,,,,
11/05/2018 0600,4.9,5.33,5.65,129,,,,,,,,
11/05/2018 0610,4.2,4.56,4.83,133,,,,,,,,
11/05/2018 0620,3.2,3.46,3.66,170,,,,,,,,
11/05/2018 0630,4,4.34,4.6,139,,,,,,,,
11/05/2018 0640,5.1,5.55,5.89,142,,,,,,,,
11/05/2018 0650,5.3,5.77,6.13,148,,,,,,,,
11/05/2018 0700,5.8,6.32,6.72,158,,,,,,,,
11/05/2018 0710,5.7,6.21,6.6,156,,,,,,,,
11/05/2018 0720,5.6,6.1,6.48,160,,,,,,,,
11/05/2018 0730,5.8,6.32,6.72,157,,,,,,,,
11/05/2018 0740,5.4,5.88,6.24,161,,,,,,,,
11/05/2018 0750,5.3,5.77,6.13,163,,,,,,,,
11/05/2018 0800,5.8,6.32,6.72,158,,,,,,,,
11/05/2018 0810,6.2,6.76,7.19,155,,,,,,,,
11/05/2018 0820,5.8,6.32,6.72,165,,,,,,,,
11/05/2018 0830,5.7,6.21,6.6,163,,,,,,,,
11/05/2018 0840,5.9,6.43,6.83,159,,,,,,,,
11/05/2018 0850,6.2,6.76,7.19,156,,,,,,,,
11/05/2018 0900,6.2,6.76,7.19,158,,,,,,,,
11/05/2018 0910,5.9,6.43,6.83,153,,,,,,,,
11/05/2018 0920,5.8,6.32,6.72,154,,,,,,,,
11/05/2018 0930,5.4,5.88,6.24,156,,,,,,,,
11/05/2018 0940,5.7,6.21,6.6,155,,,,,,,,
11/05/2018 0950,5.5,5.99,6.36,154,,,,,,,,
11/05/2018 1000,5.9,6.43,6.83,151,,,,,,,,
11/05/2018 1010,5.9,6.43,6.83,149,,,,,,,,
11/05/2018 1020,6.4,6.98,7.43,144,,,,,,,,
11/05/2018 1030,6.2,6.76,7.19,145,,,,,,,,
11/05/2018 1040,6.7,7.32,7.78,144,,,,,,,,
11/05/2018 1050,6.8,7.43,7.9,148,,,,,,,,
11/05/2018 1100,6.4,6.98,7.43,146,,,,,,,,
11/05/2018 1110,6.2,6.76,7.19,149,,,,,,,,
11/05/2018 1120,6.8,7.43,7.9,147,,,,,,,,
11/05/2018 1130,6.7,7.32,7.78,151,,,,,,,,
11/05/2018 1140,6.4,6.98,7.43,154,,,,,,,,
11/05/2018 1150,6.5,7.09,7.54,148,,,,,,,,
11/05/2018 1200,6.2,6.76,7.19,156,,,,,,,,
11/05/2018 1210,6.6,7.21,7.66,154,,,,,,,,
11/05/2018 1220,6.6,7.21,7.66,152,,,,,,,,
11/05/2018 1230,6.6,7.21,7.66,152,,,,,,,,
11/05/2018 1240,6.3,6.87,7.31,151,,,,,,,,
11/05/2018 1250,5.9,6.43,6.83,155,,,,,,,,
11/05/2018 1300,6,6.54,6.95,151,,,,,,,,
11/05/2018 1310,6,6.54,6.95,145,,,,,,,,
11/05/2018 1320,6,6.54,6.95,143,,,,,,,,
11/05/2018 1330,5.8,6.32,6.72,144,,,,,,,,
11/05/2018 1340,5,5.44,5.77,146,,,,,,,,
11/05/2018 1350,5.1,5.55,5.89,145,,,,,,,,
11/05/2018 1400,5.4,5.88,6.24,146,,,,,,,,
11/05/2018 1410,5.3,5.77,6.13,147,,,,,,,,
11/05/2018 1420,5.9,6.43,6.83,140,,,,,,,,
11/05/2018 1430,5.6,6.1,6.48,137,,,,,,,,
11/05/2018 1440,6,6.54,6.95,142,,,,,,,,
11/05/2018 1450,5.1,5.55,5.89,142,,,,,,,,
11/05/2018 1500,4.9,5.33,5.65,146,,,,,,,,
11/05/2018 1510,5.6,6.1,6.48,145,,,,,,,,
11/05/2018 1520,6,6.54,6.95,144,,,,,,,,
11/05/2018 1530,6.1,6.65,7.07,145,,,,,,,,
11/05/2018 1540,6.4,6.98,7.43,146,,,,,,,,
11/05/2018 1550,6.1,6.65,7.07,148,,,,,,,,
11/05/2018 1600,5.6,6.1,6.48,164,,,,,,,,
11/05/2018 1610,6,6.54,6.95,154,,,,,,,,
11/05/2018 1620,6,6.54,6.95,155,,,,,,,,
11/05/2018 1630,5.7,6.21,6.6,157,,,,,,,,
11/05/2018 1640,5.7,6.21,6.6,157,,,,,,,,
11/05/2018 1650,5.6,6.1,6.48,158,,,,,,,,
11/05/2018 1700,6.3,6.87,7.31,157,,,,,,,,
11/05/2018 1710,6.4,6.98,7.43,154,,,,,,,,
11/05/2018 1720,5.8,6.32,6.72,152,,,,,,,,
11/05/2018 1730,5.8,6.32,6.72,156,,,,,,,,
11/05/2018 1740,5.4,5.88,6.24,163,,,,,,,,
11/05/2018 1750,5.3,5.77,6.13,161,,,,,,,,
11/05/2018 1800,5.5,5.99,6.36,163,,,,,,,,
11/05/2018 1810,5.1,5.55,5.89,160,,,,,,,,
11/05/2018 1820,4.9,5.33,5.65,155,,,,,,,,
11/05/2018 1830,5.6,6.1,6.48,154,,,,,,,,
11/05/2018 1840,6,6.54,6.95,153,,,,,,,,
11/05/2018 1850,6.4,6.98,7.43,148,,,,,,,,
11/05/2018 1900,6.9,7.54,8.02,153,,,,,,,,
11/05/2018 1910,7.1,7.76,8.26,155,,,,,,,,
11/05/2018 1920,7.1,7.76,8.26,154,,,,,,,,
11/05/2018 1930,6.9,7.54,8.02,163,,,,,,,,
11/05/2018 1940,7.1,7.76,8.26,168,,,,,,,,
11/05/2018 1950,6.7,7.32,7.78,171,,,,,,,,
11/05/2018 2000,6.6,7.21,7.66,168,,,,,,,,
11/05/2018 2010,6.5,7.09,7.54,161,,,,,,,,
11/05/2018 2020,6.4,6.98,7.43,164,,,,,,,,
11/05/2018 2030,6.9,7.54,8.02,159,,,,,,,,
11/05/2018 2040,6.7,7.32,7.78,153,,,,,,,,
11/05/2018 2050,6.9,7.54,8.02,153,,,,,,,,
11/05/2018 2100,6.7,7.32,7.78,158,,,,,,,,
11/05/2018 2110,7,7.65,8.14,147,,,,,,,,
11/05/2018 2120,7.1,7.76,8.26,152,,,,,,,,
11/05/2018 2130,6.8,7.43,7.9,156,,,,,,,,
11/05/2018 2140,7.3,7.98,8.5,156,,,,,,,,
11/05/2018 2150,7.3,7.98,8.5,155,,,,,,,,
11/05/2018 2200,7,7.65,8.14,159,,,,,,,,
11/05/2018 2210,6.8,7.43,7.9,162,,,,,,,,
11/05/2018 2220,6.6,7.21,7.66,163,,,,,,,,
11/05/2018 2230,6.9,7.54,8.02,165,,,,,,,,
11/05/2018 2240,6.6,7.21,7.66,162,,,,,,,,
11/05/2018 2250,6.9,7.54,8.02,156,,,,,,,,
11/05/2018 2300,6.7,7.32,7.78,159,,,,,,,,
11/05/2018 2310,5.8,6.32,6.72,158,,,,,,,,
11/05/2018 2320,6.4,6.98,7.43,161,,,,,,,,
11/05/2018 2330,6.6,7.21,7.66,162,,,,,,,,
11/05/2018 2340,6.1,6.65,7.07,161,,,,,,,,
11/05/2018 2350,6.2,6.76,7.19,163,,,,,,,,
11/06/2018 0000,6.6,7.21,7.66,159,,,,,,,,
11/06/2018 0010,7.4,8.09,8.62,159,,,,,,,,
11/06/2018 0020,7.4,8.09,8.62,155,,,,,,,,
11/06/2018 0030,6.5,7.09,7.54,159,,,,,,,,
11/06/2018 0040,6.6,7.21,7.66,163,,,,,,,,
11/06/2018 0050,6.4,6.98,7.43,164,,,,,,,,
11/06/2018 0100,6.5,7.09,7.54,164,,,,,,,,
11/06/2018 0110,6.1,6.65,7.07,168,,,,,,,,
11/06/2018 0120,5.9,6.43,6.83,168,,,,,,,,
11/06/2018 0130,5.6,6.1,6.48,172,,,,,,,,
11/06/2018 0140,5.9,6.43,6.83,169,,,,,,,,
11/06/2018 0150,6,6.54,6.95,173,,,,,,,,
11/06/2018 0200,6,6.54,6.95,174,,,,,,,,
11/06/2018 0210,6,6.54,6.95,173,,,,,,,,
11/06/2018 0220,6.2,6.76,7.19,173,,,,,,,,
11/06/2018 0230,5.8,6.32,6.72,174,,,,,,,,
11/06/2018 0240,5.5,5.99,6.36,173,,,,,,,,
11/06/2018 0250,6,6.54,6.95,174,,,,,,,,
11/06/2018 0300,5.5,5.99,6.36,168,,,,,,,,
11/06/2018 0310,5.2,5.66,6.01,168,,,,,,,,
11/06/2018 0320,5.9,6.43,6.83,176,,,,,,,,
11/06/2018 0330,5.7,6.21,6.6,173,,,,,,,,
11/06/2018 0340,5.5,5.99,6.36,172,,,,,,,,
11/06/2018 0350,6.1,6.65,7.07,172,,,,,,,,
11/06/2018 0400,6.1,6.65,7.07,167,,,,,,,,
11/06/2018 0410,6.3,6.87,7.31,165,,,,,,,,
11/06/2018 0420,6,6.54,6.95,170,,,,,,,,
11/06/2018 0430,6.1,6.65,7.07,169,,,,,,,,
11/06/2018 0440,6.5,7.09,7.54,168,,,,,,,,
11/06/2018 0450,6.7,7.32,7.78,167,,,,,,,,
11/06/2018 0500,6.6,7.21,7.66,169,,,,,,,,
11/06/2018 0510,7,7.65,8.14,168,,,,,,,,
11/06/2018 0520,7,7.65,8.14,168,,,,,,,,
11/06/2018 0530,6.7,7.32,7.78,170,,,,,,,,
11/06/2018 0540,7.1,7.76,8.26,169,,,,,,,,
11/06/2018 0550,7,7.65,8.14,167,,,,,,,,
11/06/2018 0600,7,7.65,8.14,169,,,,,,,,
11/06/2018 0610,7.1,7.76,8.26,173,,,,,,,,
11/06/2018 0620,7.2,7.87,8.38,174,,,,,,,,
11/06/2018 0630,7.1,7.76,8.26,172,,,,,,,,
11/06/2018 0640,7,7.65,8.14,174,,,,,,,,
11/06/2018 0650,7.4,8.09,8.62,173,,,,,,,,
11/06/2018 0700,7.3,7.98,8.5,172,,,,,,,,
11/06/2018 0710,7.1,7.76,8.26,168,,,,,,,,
11/06/2018 0720,7.4,8.09,8.62,173,,,,,,,,
11/06/2018 0730,6.5,7.09,7.54,181,,,,,,,,
11/06/2018 0740,6.3,6.87,7.31,179,,,,,,,,
11/06/2018 0750,6.2,6.76,7.19,179,,,,,,,,
11/06/2018 0800,6.4,6.98,7.43,179,,,,,,,,
11/06/2018 0810,6.1,6.65,7.07,177,,,,,,,,
11/06/2018 0820,6.2,6.76,7.19,176,,,,,,,,
11/06/2018 0830,6.1,6.65,7.07,179,,,,,,,,
11/06/2018 0840,6.5,7.09,7.54,185,,,,,,,,
11/06/2018 0850,6.5,7.09,7.54,186,,,,,,,,
11/06/2018 0900,6.2,6.76,7.19,190,,,,,,,,
11/06/2018 0910,6.5,7.09,7.54,189,,,,,,,,
11/06/2018 0920,6.2,6.76,7.19,190,,,,,,,,
11/06/2018 0930,6.3,6.87,7.31,187,,,,,,,,
11/06/2018 0940,6.2,6.76,7.19,186,,,,,,,,
11/06/2018 0950,6.2,6.76,7.19,181,,,,,,,,
11/06/2018 1000,6.7,7.32,7.78,181,,,,,,,,
11/06/2018 1010,6.7,7.32,7.78,189,,,,,,,,
11/06/2018 1020,6.2,6.76,7.19,197,,,,,,,,
11/06/2018 1030,6.3,6.87,7.31,186,,,,,,,,
11/06/2018 1040,5.8,6.32,6.72,184,,,,,,,,
11/06/2018 1050,5.6,6.1,6.48,188,,,,,,,,
11/06/2018 1100,5.8,6.32,6.72,186,,,,,,,,
11/06/2018 1110,5.9,6.43,6.83,187,,,,,,,,
11/06/2018 1120,5.8,6.32,6.72,190,,,,,,,,
11/06/2018 1130,5.4,5.88,6.24,188,,,,,,,,
11/06/2018 1140,6.2,6.76,7.19,191,,,,,,,,
11/06/2018 1150,6.1,6.65,7.07,188,,,,,,,,
11/06/2018 1200,5.8,6.32,6.72,188,,,,,,,,
11/06/2018 1210,5.9,6.43,6.83,188,,,,,,,,
11/06/2018 1220,5.6,6.1,6.48,189,,,,,,,,
11/06/2018 1230,5.4,5.88,6.24,187,,,,,,,,
11/06/2018 1240,5.6,6.1,6.48,186,,,,,,,,
11/06/2018 1250,5.7,6.21,6.6,185,,,,,,,,
11/06/2018 1300,5.8,6.32,6.72,183,,,,,,,,
11/06/2018 1310,6.1,6.65,7.07,183,,,,,,,,
11/06/2018 1320,6.1,6.65,7.07,183,,,,,,,,
11/06/2018 1330,5.8,6.32,6.72,190,,,,,,,,
11/06/2018 1340,5.9,6.43,6.83,197,,,,,,,,
11/06/2018 1350,5.8,6.32,6.72,199,,,,,,,,
11/06/2018 1400,5.6,6.1,6.48,201,,,,,,,,
11/06/2018 1410,5,5.44,5.77,200,,,,,,,,
11/06/2018 1420,5.6,6.1,6.48,197,,,,,,,,
11/06/2018 1430,5.8,6.32,6.72,202,,,,,,,,
11/06/2018 1440,4.9,5.33,5.65,201,,,,,,,,
11/06/2018 1450,6.2,6.76,7.19,196,,,,,,,,
11/06/2018 1500,6.4,6.98,7.43,194,,,,,,,,
11/06/2018 1510,6.1,6.65,7.07,194,,,,,,,,
11/06/2018 1520,6.7,7.32,7.78,190,,,,,,,,
11/06/2018 1530,6.8,7.43,7.9,191,,,,,,,,
11/06/2018 1540,7,7.65,8.14,191,,,,,,,,
11/06/2018 1550,6.9,7.54,8.02,197,,,,,,,,
11/06/2018 1600,6.9,7.54,8.02,198,,,,,,,,
11/06/2018 1610,6.9,7.54,8.02,194,,,,,,,,
11/06/2018 1620,7.1,7.76,8.26,193,,,,,,,,
11/06/2018 1630,6.7,7.32,7.78,198,,,,,,,,
11/06/2018 1640,6.9,7.54,8.02,200,,,,,,,,
11/06/2018 1650,6.9,7.54,8.02,197,,,,,,,,
11/06/2018 1700,7.1,7.76,8.26,202,,,,,,,,
11/06/2018 1710,6.7,7.32,7.78,200,,,,,,,,
11/06/2018 1720,6.3,6.87,7.31,197,,,,,,,,
11/06/2018 1730,6.5,7.09,7.54,196,,,,,,,,
11/06/2018 1740,6.6,7.21,7.66,195,,,,,,,,
11/06/2018 1750,6.2,6.76,7.19,194,,,,,,,,
11/06/2018 1800,6.5,7.09,7.54,197,,,,,,,,
11/06/2018 1810,6.7,7.32,7.78,200,,,,,,,,
11/06/2018 1820,7.2,7.87,8.38,204,,,,,,,,
11/06/2018 1830,7,7.65,8.14,200,,,,,,,,
11/06/2018 1840,7.3,7.98,8.5,206,,,,,,,,
11/06/2018 1850,3.5,3.79,4.01,239,,,,,,,,
11/06/2018 1900,1.3,1.4,1.48,258,,,,,,,,
11/06/2018 1910,5.3,5.77,6.13,201,,,,,,,,
11/06/2018 1920,7,7.65,8.14,199,,,,,,,,
11/06/2018 1930,6.6,7.21,7.66,193,,,,,,,,
11/06/2018 1940,6.8,7.43,7.9,193,,,,,,,,
11/06/2018 1950,7.2,7.87,8.38,191,,,,,,,,
11/06/2018 2000,7.2,7.87,8.38,193,,,,,,,,
11/06/2018 2010,6.9,7.54,8.02,194,,,,,,,,
11/06/2018 2020,7.1,7.76,8.26,194,,,,,,,,
11/06/2018 2030,7.2,7.87,8.38,198,,,,,,,,
11/06/2018 2040,7.3,7.98,8.5,197,,,,,,,,
11/06/2018 2050,7.7,8.42,8.97,194,,,,,,,,
11/06/2018 2100,7.5,8.2,8.74,197,,,,,,,,
11/06/2018 2110,7.1,7.76,8.26,198,,,,,,,,
11/06/2018 2120,7.1,7.76,8.26,200,,,,,,,,
11/06/2018 2130,6.7,7.32,7.78,196,,,,,,,,
11/06/2018 2140,6.9,7.54,8.02,197,,,,,,,,
11/06/2018 2150,6.6,7.21,7.66,199,,,,,,,,
11/06/2018 2200,7.6,8.31,8.85,196,,,,,,,,
11/06/2018 2210,6.9,7.54,8.02,197,,,,,,,,
11/06/2018 2220,7.1,7.76,8.26,198,,,,,,,,
11/06/2018 2230,7.5,8.2,8.74,199,,,,,,,,
11/06/2018 2240,7.3,7.98,8.5,205,,,,,,,,
11/06/2018 2250,7.2,7.87,8.38,201,,,,,,,,
11/06/2018 2300,7.7,8.42,8.97,202,,,,,,,,
11/06/2018 2310,7.4,8.09,8.62,201,,,,,,,,
11/06/2018 2320,7.5,8.2,8.74,204,,,,,,,,
11/06/2018 2330,7.1,7.76,8.26,198,,,,,,,,
11/06/2018 2340,6.8,7.43,7.9,199,,,,,,,,
11/06/2018 2350,7.2,7.87,8.38,204,,,,,,,,
11/07/2018 0000,6.9,7.54,8.02,201,,,,,,,,
11/07/2018 0010,7.2,7.87,8.38,194,,,,,,,,
11/07/2018 0020,7.4,8.09,8.62,194,,,,,,,,
11/07/2018 0030,7.3,7.98,8.5,194,,,,,,,,
11/07/2018 0040,7.6,8.31,8.85,193,,,,,,,,
11/07/2018 0050,7.8,8.53,9.09,193,,,,,,,,
11/07/2018 0100,7.4,8.09,8.62,196,,,,,,,,
11/07/2018 0110,7.4,8.09,8.62,194,,,,,,,,
11/07/2018 0120,7.5,8.2,8.74,194,,,,,,,,
